Address,Rooms,Price,Bedroom2,Bathroom,Landsize,YearBuilt,Regionname,Suburb,Type
2/287 Liberty Pde,2,370000,2,1,100,2013,Eastern Metropolitan,Heidelberg West,t
59 Alamein Rd,3,532000,3,1,390,1955,Eastern Metropolitan,Heidelberg West,h
15 Derna St,3,740000,3,2,627,1960,Eastern Metropolitan,Heidelberg West,h
8 Blackwood Pde,2,686000,2,1,650,,Eastern Metropolitan,Heidelberg West,h
253 Liberty Pde,2,501500,2,1,538,,Eastern Metropolitan,Heidelberg West,h
365 Liberty Pde,3,525500,3,1,605,,Eastern Metropolitan,Heidelberg West,h
6 Midway St,3,525000,3,1,192,1970,Eastern Metropolitan,Heidelberg West,h
21 Pacific Dr,3,710000,3,1,594,,Eastern Metropolitan,Heidelberg West,h
250 Oriel Rd,3,808000,3,1,649,,Eastern Metropolitan,Heidelberg West,h
290 Oriel Rd,3,652000,3,1,589,,Eastern Metropolitan,Heidelberg West,h
35 Carbeena Pde,2,515500,2,1,331,1960,Eastern Metropolitan,Heidelberg West,h
186 Oriel Rd,3,800000,3,1,633,1950,Eastern Metropolitan,Heidelberg West,h
12 Corvette St,2,450000,2,1,418,1960,Eastern Metropolitan,Heidelberg West,h
5 Pacific Dr,3,605000,1,2,0,,Eastern Metropolitan,Heidelberg West,h
23 Catalina St,2,620000,2,1,668,1950,Eastern Metropolitan,Heidelberg West,h
2 Pandanus Ct,2,497500,2,1,708,,Eastern Metropolitan,Heidelberg West,h
15/459 Waterdale Rd,2,360000,2,1,89,1970,Eastern Metropolitan,Heidelberg West,u
163 Dougharty Rd,2,440500,2,1,368,1955,Eastern Metropolitan,Heidelberg West,h
29 Morotai Pde,4,758000,4,1,632,1955,Eastern Metropolitan,Heidelberg West,h
138 Outhwaite Rd,3,690500,3,1,605,,Eastern Metropolitan,Heidelberg West,h
19 Derna St,2,752000,2,1,627,,Eastern Metropolitan,Heidelberg West,h
6 Pandanus Ct,2,777000,2,1,649,,Eastern Metropolitan,Heidelberg West,h
109 Ramu Pde,2,680000,2,1,591,,Eastern Metropolitan,Heidelberg West,h
523 Waterdale Rd,3,480000,3,1,338,1980,Eastern Metropolitan,Heidelberg West,h
5 Barce Pl,4,715000,4,2,521,1990,Eastern Metropolitan,Heidelberg West,h
23 Morotai Pde,2,520000,2,1,594,,Eastern Metropolitan,Heidelberg West,h
5 Mulberry Pde,3,646250,3,1,616,1965,Eastern Metropolitan,Heidelberg West,h
16 Achilles St,3,1375000,3,1,368,1960,Eastern Metropolitan,Heidelberg West,h
111 Ramu Pde,3,722000,3,1,593,1950,Eastern Metropolitan,Heidelberg West,h
187 Southern Rd,2,715000,2,1,609,,Eastern Metropolitan,Heidelberg West,h
22 Redwood St,1,636000,1,1,588,,Eastern Metropolitan,Heidelberg West,h
116 Southern Rd,2,590000,2,1,586,,Eastern Metropolitan,Heidelberg West,h
17 Blackwood Pde,4,820000,4,2,608,,Eastern Metropolitan,Heidelberg West,h
22 Kokoda St,2,725000,2,1,632,1960,Eastern Metropolitan,Heidelberg West,h
296 Oriel Rd,2,705000,2,1,583,,Eastern Metropolitan,Heidelberg West,h
190 Southern Rd,3,710000,3,2,1,,Eastern Metropolitan,Heidelberg West,h
18 Achilles St,2,415000,2,1,422,,Eastern Metropolitan,Heidelberg West,h
37 Alamein Rd,3,392000,3,1,372,,Eastern Metropolitan,Heidelberg West,h
9 Ambon Ct,3,961000,3,1,1179,,Eastern Metropolitan,Heidelberg West,h
257 Liberty Pde,3,507000,3,1,536,,Eastern Metropolitan,Heidelberg West,h
262 Liberty Pde,3,465000,2,1,413,1960,Eastern Metropolitan,Heidelberg West,h
131 Outhwaite Rd,3,675000,3,1,665,,Eastern Metropolitan,Heidelberg West,h
18 Paget St,2,1550000,2,1,732,1950,Southern Metropolitan,Hughesdale,h
1/13 Swindon Rd,2,516000,2,1,0,1970,Southern Metropolitan,Hughesdale,u
20 Dalston Rd,3,1340000,3,1,705,1920,Southern Metropolitan,Hughesdale,h
13/30 Maroo St,3,855000,3,1,0,,Southern Metropolitan,Hughesdale,u
30 Kinrade St,3,1316000,2,1,715,1949,Southern Metropolitan,Hughesdale,h
2/19 Swindon Rd,3,828000,3,2,206,2002,Southern Metropolitan,Hughesdale,t
19 Canterbury St,3,1055000,3,1,562,1930,Southern Metropolitan,Hughesdale,h
4/89 Kangaroo Rd,2,623000,2,1,101,1970,Southern Metropolitan,Hughesdale,u
3 Paget St,4,2120000,4,2,847,1925,Southern Metropolitan,Hughesdale,h
8 Bowmore St,4,1745000,4,2,547,1925,Southern Metropolitan,Hughesdale,h
14 Bowmore St,4,1700000,4,2,545,1940,Southern Metropolitan,Hughesdale,h
105/175 Kangaroo Rd,2,420000,2,1,0,2010,Southern Metropolitan,Hughesdale,u
6/2 Paddington Rd,2,375500,2,1,0,1970,Southern Metropolitan,Hughesdale,u
8 Skipton Rd,3,1350000,3,1,698,,Southern Metropolitan,Hughesdale,h
159 Warrigal Rd,4,900000,1,1,369,,Southern Metropolitan,Hughesdale,h
20 Bowmore St,2,1262000,2,1,546,,Southern Metropolitan,Hughesdale,h
22 Skipton Rd,4,1337000,4,1,696,1930,Southern Metropolitan,Hughesdale,h
3/14 Rugby Rd,2,455000,2,1,0,1960,Southern Metropolitan,Hughesdale,u
5/7 Warrigal Rd,2,400000,2,1,100,1975,Southern Metropolitan,Hughesdale,u
2/3 Bowen St,2,648000,2,1,0,,Southern Metropolitan,Hughesdale,u
37 Darling St,3,1210000,3,1,730,1940,Southern Metropolitan,Hughesdale,h
3 Dalston Rd,4,1167500,3,2,678,1950,Southern Metropolitan,Hughesdale,h
1/3 Euston Rd,3,900000,3,2,360,1975,Southern Metropolitan,Hughesdale,t
172 Poath Rd,4,1322000,3,2,738,,Southern Metropolitan,Hughesdale,h
1051 North Rd,2,677500,2,1,575,1950,Southern Metropolitan,Hughesdale,h
9/88 Marshall St,2,480000,2,1,0,,Eastern Metropolitan,Ivanhoe,u
2/125 Locksley Rd,2,430000,2,1,0,1970,Eastern Metropolitan,Ivanhoe,u
3/3 Merton St,1,460000,1,1,75,1970,Eastern Metropolitan,Ivanhoe,u
14 Tate St,4,1601000,4,3,610,,Eastern Metropolitan,Ivanhoe,h
20 Green St,4,2265000,4,2,925,1925,Eastern Metropolitan,Ivanhoe,h
4 Linton St,3,1680000,3,2,665,,Eastern Metropolitan,Ivanhoe,h
8/74 Marshall St,2,440000,2,1,0,1960,Eastern Metropolitan,Ivanhoe,u
33 Thoresby Gr,4,2350000,4,2,638,,Eastern Metropolitan,Ivanhoe,h
3/123 Waterdale Rd,3,962000,3,2,108,,Eastern Metropolitan,Ivanhoe,t
9 Cook St,3,981000,5,3,626,2016,Eastern Metropolitan,Ivanhoe,h
20 Locksley Rd,4,2400000,0,2,1252,1920,Eastern Metropolitan,Ivanhoe,h
3/11 Oriel Rd,3,890000,3,2,249,2005,Eastern Metropolitan,Ivanhoe,t
6/105 Locksley Rd,2,490000,2,1,0,1960,Eastern Metropolitan,Ivanhoe,u
5/52 Locksley Rd,2,739000,2,1,648,1965,Eastern Metropolitan,Ivanhoe,u
7 Robbins St,3,1340000,2,1,571,,Eastern Metropolitan,Ivanhoe,h
1/34 Edwin St,3,785000,3,2,399,1950,Eastern Metropolitan,Ivanhoe,h
950 Heidelberg Rd,3,1155000,3,1,537,1945,Eastern Metropolitan,Ivanhoe,h
1 Rocke St,4,1300000,4,1,586,,Eastern Metropolitan,Ivanhoe,h
24 Dalveen Rd,2,1020000,2,1,557,1955,Eastern Metropolitan,Ivanhoe,h
15 Fairy St,3,1796000,3,1,614,,Eastern Metropolitan,Ivanhoe,h
5/22 Oriel Rd,2,790000,2,1,221,,Eastern Metropolitan,Ivanhoe,h
5 Stanley St,3,1465000,3,1,630,1960,Eastern Metropolitan,Ivanhoe,h
3/8 Green St,3,855000,3,2,0,1980,Eastern Metropolitan,Ivanhoe,t
4/13 Ivanhoe Pde,2,705000,2,1,94,,Eastern Metropolitan,Ivanhoe,u
4/6 Linton St,2,504000,2,1,0,,Eastern Metropolitan,Ivanhoe,u
5/30 Magnolia Rd,1,413000,1,1,845,1960,Eastern Metropolitan,Ivanhoe,u
1/37 Myrtle St,3,1010000,3,2,314,2003,Eastern Metropolitan,Ivanhoe,t
30 Oriel Rd,3,1220000,3,1,687,1975,Eastern Metropolitan,Ivanhoe,h
10 Abbotsford Gr,3,1605000,3,2,608,1920,Eastern Metropolitan,Ivanhoe,h
6/14 Athelstane Gr,2,587000,2,1,721,1960,Eastern Metropolitan,Ivanhoe,u
2/80 Marshall St,2,475000,2,1,0,1960,Eastern Metropolitan,Ivanhoe,u
114 Bond St,3,1075000,3,1,677,1950,Eastern Metropolitan,Ivanhoe,h
6/11 Rose St,2,465000,2,1,795,1970,Eastern Metropolitan,Ivanhoe,u
2/64 Jellicoe St,2,610000,2,1,277,,Eastern Metropolitan,Ivanhoe,t
5/19 Livingstone St,2,690000,2,1,103,,Eastern Metropolitan,Ivanhoe,u
33 Livingstone St,3,1535000,3,1,691,1950,Eastern Metropolitan,Ivanhoe,h
19 Myrtle St,4,1470000,4,2,694,1950,Eastern Metropolitan,Ivanhoe,h
171 Waterdale Rd,3,1486000,3,1,645,1930,Eastern Metropolitan,Ivanhoe,h
3/16 Elphin St,1,420000,1,1,55,1970,Eastern Metropolitan,Ivanhoe,u
3/24 Green St,3,750000,3,1,110,1990,Eastern Metropolitan,Ivanhoe,t
5/125 Locksley Rd,2,460000,2,0,0,,Eastern Metropolitan,Ivanhoe,u
7 Dudley St,4,1615000,5,2,758,,Eastern Metropolitan,Ivanhoe,h
44 Beatty St,5,1730000,4,2,689,2007,Eastern Metropolitan,Ivanhoe,h
4/24 St Elmo Rd,2,779000,3,1,152,1970,Eastern Metropolitan,Ivanhoe,t
32 Ailsa Gr,3,1850000,3,2,684,2000,Eastern Metropolitan,Ivanhoe,h
21 The Boulevard,2,1910000,2,1,760,,Eastern Metropolitan,Ivanhoe,h
6 Fairy St,5,2600000,5,3,1006,1920,Eastern Metropolitan,Ivanhoe,h
5/14 Athelstane Gr,2,500000,2,1,71,1960,Eastern Metropolitan,Ivanhoe,u
16 Ayton St,3,950000,3,3,290,,Eastern Metropolitan,Ivanhoe,h
1/100 St Elmo Rd,2,450000,2,1,0,,Eastern Metropolitan,Ivanhoe,u
113 Green St,3,1102000,3,1,597,1950,Eastern Metropolitan,Ivanhoe,h
13 Jellicoe St,3,1275000,3,2,834,1950,Eastern Metropolitan,Ivanhoe,h
51 Jellicoe St,3,1065000,3,1,596,,Eastern Metropolitan,Ivanhoe,h
5/139 Bond St,2,785000,2,2,124,2010,Eastern Metropolitan,Ivanhoe,t
15 Kwinana Ct,3,1223500,3,2,721,1980,Eastern Metropolitan,Ivanhoe,h
2/53 Norman St,2,845000,2,2,147,1980,Eastern Metropolitan,Ivanhoe,u
3 Scotts Pde,4,1720000,4,2,631,1935,Eastern Metropolitan,Ivanhoe,h
103 Waterdale Rd,3,1225000,3,1,572,1930,Eastern Metropolitan,Ivanhoe,h
3/67 Livingstone St,2,630000,2,1,199,,Eastern Metropolitan,Ivanhoe,u
79 Marshall St,4,1460000,4,1,605,1940,Eastern Metropolitan,Ivanhoe,h
3/14 Merton St,1,421000,1,1,0,1992,Eastern Metropolitan,Ivanhoe,u
11 Abbotsford Gr,4,2090000,4,3,608,1980,Eastern Metropolitan,Ivanhoe,h
105 Ivanhoe Pde,4,1758000,4,2,650,,Eastern Metropolitan,Ivanhoe,h
1/10 Oriel Rd,3,700000,3,2,189,1990,Eastern Metropolitan,Ivanhoe,t
35 Green St,5,1420000,5,3,455,2006,Eastern Metropolitan,Ivanhoe,h
2/94 Oriel Rd,3,550000,3,1,139,1970,Eastern Metropolitan,Ivanhoe,t
4 Waterdale Rd,4,2595000,4,3,719,2007,Eastern Metropolitan,Ivanhoe,h
2/92 Beatty St,2,710000,2,1,134,2012,Eastern Metropolitan,Ivanhoe,t
7/3 Kenilworth Pde,3,650000,3,2,0,2000,Eastern Metropolitan,Ivanhoe,u
2/29 St Elmo Rd,1,385000,1,1,0,1970,Eastern Metropolitan,Ivanhoe,u
23 McShane Dr,4,740000,4,2,558,,Western Metropolitan,Kealba,h
13 Woburn Cl,4,500000,4,2,579,,Western Metropolitan,Kealba,h
3 McGrath Cl,3,365000,3,1,543,,Western Metropolitan,Kealba,h
18 Longford Ct,4,570000,4,2,558,,Western Metropolitan,Kealba,h
3 Stenson Rd,3,515000,3,1,597,1975,Western Metropolitan,Kealba,h
29 Orbital Dr,4,1095000,4,3,654,,Western Metropolitan,Kealba,h
128 Driscolls Rd,3,582000,3,2,530,1980,Western Metropolitan,Kealba,h
6 McGrath Cl,3,545000,3,2,570,1980,Western Metropolitan,Kealba,h
16 Driscolls Rd,3,461000,3,1,534,,Western Metropolitan,Kealba,h
44 Stenson Rd,4,751000,4,2,649,2000,Western Metropolitan,Kealba,h
26 Calverton Rd,4,500000,4,1,574,1985,Western Metropolitan,Kealba,h
4 Woolstone Cl,4,560000,4,2,612,1980,Western Metropolitan,Kealba,h
35 Georgia Pl,3,320000,3,2,119,,Western Metropolitan,Kealba,h
22 Valewood Dr,3,450000,3,1,548,,Western Metropolitan,Kealba,h
16 Border Dr,3,703000,3,2,683,1995,Western Metropolitan,Keilor East,h
121 Sterling Dr,3,650000,3,1,538,1970,Western Metropolitan,Keilor East,h
3A Cudgewa Pl,3,770000,3,2,331,2010,Western Metropolitan,Keilor East,t
2/64 Dinah Pde,3,480000,3,2,184,2012,Western Metropolitan,Keilor East,t
14 Hawthorn Ct,3,590000,3,1,610,1974,Western Metropolitan,Keilor East,h
16 Roberts St,4,900000,4,2,289,2011,Western Metropolitan,Keilor East,h
16 Drew St,3,935000,3,1,662,,Western Metropolitan,Keilor East,h
1 Giuliano Ct,3,700000,3,2,288,1999,Western Metropolitan,Keilor East,h
20 Prospect Dr,3,675000,3,2,549,,Western Metropolitan,Keilor East,h
15 Viewbank Dr,4,816000,4,2,540,1978,Western Metropolitan,Keilor East,h
74 Lincoln Dr,4,845000,3,1,622,1965,Western Metropolitan,Keilor East,h
154 Milleara Rd,3,725000,3,1,657,1965,Western Metropolitan,Keilor East,h
27 Judith St,3,772000,3,2,672,1980,Western Metropolitan,Keilor East,h
9a The Crossway,3,650000,3,2,3977,2013,Western Metropolitan,Keilor East,h
57 Wonganella Dr,3,757000,3,2,532,1960,Western Metropolitan,Keilor East,h
86 Prospect Dr,3,690000,3,2,568,1970,Western Metropolitan,Keilor East,h
47 Roberts St,3,785000,3,2,610,,Western Metropolitan,Keilor East,t
4a Cohen St,3,583000,3,1,412,2003,Western Metropolitan,Keilor East,h
45 Nyah St,4,920000,3,2,603,1975,Western Metropolitan,Keilor East,h
15 Craig St,3,880000,3,1,584,1980,Western Metropolitan,Keilor East,h
17/24 Craig St,3,580000,3,2,112,2013,Western Metropolitan,Keilor East,u
4 Milleara Rd,4,886000,4,3,322,1950,Western Metropolitan,Keilor East,t
7 Neville St,4,970000,4,2,659,,Western Metropolitan,Keilor East,h
1 Nicholas Ct,4,920000,4,2,745,1992,Western Metropolitan,Keilor East,h
114 Prospect Dr,3,625000,3,1,539,,Western Metropolitan,Keilor East,h
32 Wyong St,3,825000,3,3,318,,Western Metropolitan,Keilor East,h
122 Prospect Dr,3,695000,3,1,564,,Western Metropolitan,Keilor East,h
8 Nyah St,3,915000,3,1,610,,Western Metropolitan,Keilor East,h
117 Brees Rd,3,976000,3,3,605,1980,Western Metropolitan,Keilor East,h
2 Hilltop Ct,2,520000,2,2,54,,Western Metropolitan,Keilor East,t
61 Rachelle Rd,4,1420000,4,2,613,2011,Western Metropolitan,Keilor East,h
21 Woorite Pl,3,900000,3,1,713,1970,Western Metropolitan,Keilor East,h
18a Berembong Dr,2,470000,2,1,218,,Western Metropolitan,Keilor East,u
5 Clover Ct,5,1100000,4,2,781,,Western Metropolitan,Keilor East,h
2/222 Milleara Rd,3,470000,3,1,254,,Western Metropolitan,Keilor East,u
1/36 Phillip Rd,2,380000,2,1,116,,Western Metropolitan,Keilor East,h
2/49 Quinn Gr,3,560000,3,1,352,2000,Western Metropolitan,Keilor East,u
4 Trent Ct,4,1010000,4,2,776,1980,Western Metropolitan,Keilor East,h
1 Harley Ct,3,740000,3,1,684,,Western Metropolitan,Keilor East,h
564 Buckley St,3,630000,2,2,221,,Western Metropolitan,Keilor East,h
13 Pennington St,4,835000,4,2,708,1990,Western Metropolitan,Keilor East,h
1/31 Surrey Dr,3,705000,3,2,440,1995,Western Metropolitan,Keilor East,t
7 Park Dr,3,680000,3,2,224,1998,Western Metropolitan,Keilor East,t
16 Bernard Ct,4,871000,4,2,570,,Western Metropolitan,Keilor East,h
67 Prospect Dr,5,808000,5,2,561,,Western Metropolitan,Keilor East,h
37 Roberts St,3,891000,3,3,292,,Western Metropolitan,Keilor East,h
83 Wyong St,3,785000,3,1,606,1965,Western Metropolitan,Keilor East,h
35 Gungarlan Dr,3,695000,3,2,716,1970,Western Metropolitan,Keilor East,h
21 Henry St,4,807000,4,2,319,,Western Metropolitan,Keilor East,t
1/67 Milleara Rd,2,502000,5,1,0,1990,Western Metropolitan,Keilor East,u
54 Norwood Dr,4,770000,4,2,546,1970,Western Metropolitan,Keilor East,h
81 Quinn Gr,5,700000,4,2,629,,Western Metropolitan,Keilor East,h
94 Sterling Dr,3,570000,3,1,542,1970,Western Metropolitan,Keilor East,h
23 Chappell Pl,4,830000,4,2,686,1995,Western Metropolitan,Keilor East,h
23 Prospect Dr,3,600000,3,1,565,1970,Western Metropolitan,Keilor East,h
20 Keith Gr,3,825000,3,2,630,2017,Western Metropolitan,Keilor East,h
89 Sterling Dr,4,680000,4,2,545,,Western Metropolitan,Keilor East,h
13 Wonganella Dr,3,720000,3,1,639,,Western Metropolitan,Keilor East,h
24 Yallop Ct,4,735000,4,2,547,2000,Western Metropolitan,Keilor East,h
83 Milleara Rd,3,875000,3,2,928,1970,Western Metropolitan,Keilor East,h
40 Borva Dr,3,601200,4,1,554,1960,Western Metropolitan,Keilor East,h
171 Sterling Dr,3,695000,3,1,0,,Western Metropolitan,Keilor East,h
60 Wonganella Dr,3,680000,3,1,558,1980,Western Metropolitan,Keilor East,h
92A Brees Rd,3,660000,3,2,265,,Western Metropolitan,Keilor East,t
35/24 Craig St,3,650000,3,2,176,,Western Metropolitan,Keilor East,h
61 Nyah St,3,900000,3,1,600,,Western Metropolitan,Keilor East,h
5 Viewbank Dr,3,823000,3,1,538,,Western Metropolitan,Keilor East,h
38 Clarks Rd,4,847000,4,3,579,,Western Metropolitan,Keilor East,h
26 Norwood Dr,3,705000,3,1,616,1970,Western Metropolitan,Keilor East,h
2/6 Shelley St,3,710000,3,2,320,2013,Western Metropolitan,Keilor East,t
23 Viewbank Dr,4,732000,4,2,544,1980,Western Metropolitan,Keilor East,h
8 Alwyn Ct,3,715000,3,2,598,1970,Western Metropolitan,Keilor East,h
4 Coopers La,3,785000,2,1,258,,Northern Metropolitan,Kensington,h
65 Gatehouse Dr,3,852000,3,1,166,2000,Northern Metropolitan,Kensington,h
35 Henry St,3,1037000,3,1,188,1910,Northern Metropolitan,Kensington,h
8 Bent St,2,775000,2,1,150,,Northern Metropolitan,Kensington,h
14 Hardiman St,3,1470000,3,1,199,1910,Northern Metropolitan,Kensington,h
607/255 Racecourse Rd,2,630000,2,2,0,,Northern Metropolitan,Kensington,u
5 Rigby La,3,845000,3,2,132,,Northern Metropolitan,Kensington,t
403/72 Altona St,2,492500,2,1,0,2008,Northern Metropolitan,Kensington,u
2/65 Bayswater Rd,2,420000,2,1,0,1970,Northern Metropolitan,Kensington,u
1 Scarborough Pl,2,650000,2,1,79,,Northern Metropolitan,Kensington,t
56 Tennyson St,3,1050000,3,1,274,1900,Northern Metropolitan,Kensington,h
61 Bangalore St,3,1291000,3,1,416,,Northern Metropolitan,Kensington,h
1/16 Mawbey St,2,420000,2,1,0,2002,Northern Metropolitan,Kensington,u
47 Barnett St,3,961000,3,1,235,,Northern Metropolitan,Kensington,h
72 Bayswater Rd,3,1271000,3,1,284,1900,Northern Metropolitan,Kensington,h
67 Collett St,3,1010000,3,1,234,1900,Northern Metropolitan,Kensington,h
4/130 Kensington Rd,2,750000,2,1,325,2002,Northern Metropolitan,Kensington,t
15 Ormond St,4,1675000,4,2,279,,Northern Metropolitan,Kensington,h
10 Altona St,2,905000,2,2,138,1999,Northern Metropolitan,Kensington,h
70 Hardiman St,2,960000,2,1,174,1900,Northern Metropolitan,Kensington,h
94 McConnell St,2,1031000,2,1,163,1900,Northern Metropolitan,Kensington,h
59 The Crescent,3,918000,3,2,788,1998,Northern Metropolitan,Kensington,t
13 Youlden St,3,870000,3,1,211,1992,Northern Metropolitan,Kensington,h
41 Barnett St,3,1165000,3,1,239,1910,Northern Metropolitan,Kensington,h
11 Nottingham St,5,1710000,5,2,566,1890,Northern Metropolitan,Kensington,h
107/88 Altona St,1,360000,1,1,4267,,Northern Metropolitan,Kensington,u
39 Henry St,3,1455000,3,1,275,1900,Northern Metropolitan,Kensington,h
114/71 Henry St,1,365000,1,1,0,2012,Northern Metropolitan,Kensington,u
28/18 Mawbey St,3,551000,3,1,4440,,Northern Metropolitan,Kensington,u
118/80 Ormond St,2,442000,2,2,3448,2010,Northern Metropolitan,Kensington,u
51 Rankins Rd,2,765000,2,1,158,1965,Northern Metropolitan,Kensington,h
407/72 Altona St,2,515000,2,1,3957,2010,Northern Metropolitan,Kensington,u
17/29 Bendall St,3,570000,3,1,0,1990,Northern Metropolitan,Kensington,u
119/71 Henry St,1,370000,1,1,0,2012,Northern Metropolitan,Kensington,u
21 Bayswater Rd,2,1005000,2,1,274,,Northern Metropolitan,Kensington,h
109 Rankins Rd,2,1234500,2,2,169,2008,Northern Metropolitan,Kensington,h
11/33 Rankins Rd,2,666000,2,1,1111,1998,Northern Metropolitan,Kensington,u
32 Epsom Rd,2,825000,2,1,211,1915,Northern Metropolitan,Kensington,h
33 Rourke La,2,770000,2,2,0,,Northern Metropolitan,Kensington,t
12 Hardiman St,3,1135000,3,1,0,,Northern Metropolitan,Kensington,h
36 The Crescent,4,975000,4,3,0,,Northern Metropolitan,Kensington,h
14 Altona St,2,812000,2,1,132,1887,Northern Metropolitan,Kensington,t
11 Nottingham St,5,1900000,5,2,566,1890,Northern Metropolitan,Kensington,h
13/26 Barnett St,1,445000,1,1,0,1997,Northern Metropolitan,Kensington,u
38 Rourke La,2,732000,3,2,94,2002,Northern Metropolitan,Kensington,h
33 Barnett St,3,1260000,3,2,250,1900,Northern Metropolitan,Kensington,h
51 Gatehouse Dr,3,1000000,3,2,211,1997,Northern Metropolitan,Kensington,h
26 Hopetoun St,2,1155000,2,1,197,1890,Northern Metropolitan,Kensington,h
25 Rogan La,2,700000,2,1,62,1997,Northern Metropolitan,Kensington,t
57 Eastwood St,3,813500,3,1,165,,Northern Metropolitan,Kensington,h
7/51 Epsom Rd,2,526000,2,0,0,,Northern Metropolitan,Kensington,u
148b Kensington Rd,3,790000,3,2,1181,2003,Northern Metropolitan,Kensington,t
42 McCracken St,4,1365000,4,2,242,,Northern Metropolitan,Kensington,h
66 Parsons St,2,700000,2,2,324,2009,Northern Metropolitan,Kensington,t
8/33 Rankins Rd,1,370000,1,1,0,,Northern Metropolitan,Kensington,u
49 Robertson St,3,1230000,3,1,312,1915,Northern Metropolitan,Kensington,h
208/465 MacAulay Rd,2,460000,2,1,0,2010,Northern Metropolitan,Kensington,u
1/16 Mawbey St,2,395000,2,1,0,2002,Northern Metropolitan,Kensington,u
28 Pridham St,5,1001000,3,1,301,,Northern Metropolitan,Kensington,h
123 Rankins Rd,2,850000,2,1,169,1900,Northern Metropolitan,Kensington,h
55 Epsom Rd,3,1335000,3,1,459,,Northern Metropolitan,Kensington,h
5 Rogan La,2,868000,2,1,97,2000,Northern Metropolitan,Kensington,h
25 Chelmsford St,2,960000,2,1,179,1900,Northern Metropolitan,Kensington,h
1/5 Wight St,2,773000,2,1,0,1970,Northern Metropolitan,Kensington,t
111/18 Bent St,2,631090,2,2,2136,2012,Northern Metropolitan,Kensington,u
10/2 Howlett St,2,410000,2,1,0,2000,Northern Metropolitan,Kensington,u
301/84 Altona St,2,425000,2,1,0,2006,Northern Metropolitan,Kensington,u
68 Hardiman St,2,1211000,2,1,183,,Northern Metropolitan,Kensington,h
8/37 Kensington Rd,2,506000,2,1,0,,Northern Metropolitan,Kensington,u
64 Hardiman St,2,806000,2,1,173,,Northern Metropolitan,Kensington,h
61 Willis St,3,829000,2,2,84,,Northern Metropolitan,Kensington,h
10 Mulgrave St,2,786000,2,1,149,,Northern Metropolitan,Kensington,h
208/86 Altona St,2,458000,1,1,0,,Northern Metropolitan,Kensington,u
13 Annadale St,3,1635000,3,1,396,1990,Southern Metropolitan,Kew,h
51 Rowland St,2,4800000,2,2,697,,Southern Metropolitan,Kew,h
7/1245 Burke Rd,2,562500,2,2,0,,Southern Metropolitan,Kew,u
30/20 Pakington St,2,520000,2,1,0,,Southern Metropolitan,Kew,u
9 Ross St,5,4350000,5,3,853,1930,Southern Metropolitan,Kew,h
8 Campbell St,3,1528500,3,1,375,,Southern Metropolitan,Kew,h
3/81 Derby St,2,630000,2,1,91,1970,Southern Metropolitan,Kew,u
43 Fernhurst Gr,4,1690000,4,3,358,,Southern Metropolitan,Kew,h
2/27 Pakington St,2,610000,2,1,745,1968,Southern Metropolitan,Kew,u
6 Wellington St,3,1490000,3,2,597,1970,Southern Metropolitan,Kew,h
14/25 Derby St,2,588000,2,1,0,1982,Southern Metropolitan,Kew,u
4/76 Studley Park Rd,3,882000,3,2,0,1950,Southern Metropolitan,Kew,u
